,id,Formation,Title,number of views,note,URL,Update/Offer Date,Learning Points,Search Query
442,99,DataCamp,Introduction to Deep Learning with PyTorch,"from 1,679 reviews",4.8,https://www.datacamp.com/courses/introduction-to-deep-learning-with-pytorch,Updated 06/2025,"['Learn how to build your first neural network, adjust hyperparameters, and tackle classification and regression problems in PyTorch.']",Audit SI
443,100,DataCamp,Connecting Data in Tableau,from 513 reviews,4.8,https://www.datacamp.com/courses/connecting-data-in-tableau,Updated 10/2024,['Learn to connect Tableau to different data sources and prepare the data for a smooth analysis.'],Audit SI
444,101,DataCamp,Intermediate Object-Oriented Programming in Python,from 373 reviews,4.8,https://www.datacamp.com/courses/intermediate-object-oriented-programming-in-python,Updated 02/2025,"['Build your OOP skills with descriptors, multilevel inheritance, and abstract base classes!']",Audit SI
445,102,DataCamp,Joining Data in SQL,"from 8,560 reviews",4.8,https://www.datacamp.com/courses/joining-data-in-sql,Updated 09/2024,"['Level up your SQL knowledge and learn to join tables together, apply relational set theory, and work with subqueries.']",Audit SI
446,103,DataCamp,Cleaning Data in Python,"from 1,885 reviews",4.7,https://www.datacamp.com/courses/cleaning-data-in-python,Updated 07/2025,['Learn to diagnose and treat dirty data and develop the skills needed to transform your raw data into accurate insights!'],Audit SI
447,104,DataCamp,Case Study: Building E-Commerce Data Models with dbt,from 112 reviews,4.8,https://www.datacamp.com/courses/case-study-building-e-commerce-data-models-with-dbt,Updated 06/2025,"['Learn how to transform raw data into clean, reliable models with dbt through hands-on, real-world exercises.']",Audit SI
448,105,DataCamp,Large Language Models (LLMs) Concepts,"from 2,524 reviews",4.8,https://www.datacamp.com/courses/large-language-models-llms-concepts,Updated 08/2024,"['Discover the full potential of LLMs with our conceptual course covering LLM applications, training methodologies, ethical considerations, and latest research.']",Audit SI
449,106,DataCamp,AWS Security and Cost Management Concepts,from 475 reviews,4.8,https://www.datacamp.com/courses/aws-security-and-cost-management,Updated 12/2024,"['Master AWS security, governance, and cost optimization to prepare for the Cloud Practitioner certification.']",Audit SI
450,107,DataCamp,Introduction to NoSQL,from 296 reviews,4.8,https://www.datacamp.com/courses/introduction-to-nosql,Updated 12/2024,"['Conquer NoSQL and supercharge data workflows. Learn Snowflake to work with big data, Postgres JSON for handling document data, and Redis for key-value data.']",Audit SI
451,108,DataCamp,Data Manipulation in Snowflake,from 167 reviews,4.7,https://www.datacamp.com/courses/data-manipulation-in-snowflake,Updated 07/2025,"['Master data manipulation and analysis techniques such as CASE statements, subqueries, and CTEs in Snowflake.']",Audit SI
452,109,DataCamp,Introduction to Alteryx,from 912 reviews,4.8,https://www.datacamp.com/courses/introduction-to-alteryx,Updated 06/2025,"['Enter the world of Alteryx Designer and learn how to navigate the tool to load, prepare, and aggregate data.']",Audit SI
453,110,DataCamp,Introduction to R,from 949 reviews,4.8,https://www.datacamp.com/courses/free-introduction-to-r,Updated 06/2025,"['Master the basics of data analysis in R, including vectors, lists, and data frames, and practice R with real data sets.']",Audit SI
454,111,DataCamp,Monitoring Machine Learning Concepts,from 135 reviews,4.7,https://www.datacamp.com/courses/monitoring-machine-learning-concepts,Updated 11/2024,"['Learn about the challenges of monitoring machine learning models in production, including data and concept drift, and methods to address model degradation.']",Audit SI
455,112,DataCamp,AWS Concepts,"from 1,385 reviews",4.7,https://www.datacamp.com/courses/aws-concepts,Updated 12/2024,"[""Discover the world of Amazon Web Services (AWS) and understand why it's at the forefront of cloud computing.""]",Audit SI
456,113,DataCamp,Generative AI Concepts,"from 2,337 reviews",4.8,https://www.datacamp.com/courses/generative-ai-concepts,Updated 06/2025,['Discover how to begin responsibly leveraging generative AI. Learn how generative AI models are developed and how they will impact society moving forward.'],Audit SI
457,114,DataCamp,Introduction to Shell,"from 1,275 reviews",4.8,https://www.datacamp.com/courses/introduction-to-shell,Updated 04/2024,"['The Unix command line helps users combine existing programs in new ways, automate repetitive tasks, and run programs on clusters and clouds.']",Audit SI
458,115,DataCamp,Big Data Fundamentals with PySpark,from 80 reviews,4.6,https://www.datacamp.com/courses/big-data-fundamentals-with-pyspark,Updated 02/2025,['Learn the fundamentals of working with big data with PySpark.'],Audit SI
459,116,DataCamp,Introduction to Embeddings with the OpenAI API,from 495 reviews,4.8,https://www.datacamp.com/courses/introduction-to-embeddings-with-the-openai-api,Updated 12/2024,"[""Unlock more advanced AI applications, like semantic search and recommendation engines, using OpenAI's embedding model!""]",Audit SI
460,117,DataCamp,Streaming Data with AWS Kinesis and Lambda,from 43 reviews,4.7,https://www.datacamp.com/courses/streaming-data-with-aws-kinesis-and-lambda,Updated 06/2025,['Learn how to work with streaming data using serverless technologies on AWS.'],Audit SI
461,118,DataCamp,Analyzing Business Data in SQL,from 97 reviews,4.8,https://www.datacamp.com/courses/analyzing-business-data-in-sql,Updated 09/2024,['Learn to write SQL queries to calculate key metrics that businesses use to measure performance.'],Audit SI
462,119,DataCamp,Understanding Cloud Computing,"from 3,984 reviews",4.8,https://www.datacamp.com/courses/understanding-cloud-computing,Updated 06/2025,"['A non-coding introduction to cloud computing, covering key concepts, terminology, and tools.']",Audit SI
463,120,DataCamp,Data Modeling in Power BI,"from 2,725 reviews",4.8,https://www.datacamp.com/courses/data-modeling-in-power-bi,Updated 05/2025,['Learn the key concepts of data modeling on Power BI.'],Audit SI
464,121,DataCamp,Intermediate dbt,from 276 reviews,4.7,https://www.datacamp.com/courses/intermediate-dbt,Updated 06/2025,['Take your dbt skills to the next level with this hands-on course designed for data engineers and analytics professionals.'],Audit SI
465,122,DataCamp,Understanding Data Visualization,"from 5,493 reviews",4.8,https://www.datacamp.com/courses/understanding-data-visualization,Updated 04/2025,['An introduction to data visualization with no coding involved.'],Audit SI
466,123,DataCamp,Natural Language Processing with spaCy,from 219 reviews,4.7,https://www.datacamp.com/courses/natural-language-processing-with-spacy,Updated 07/2025,['Master the core operations of spaCy and train models for natural language processing. Extract information from unstructured data and match patterns.'],Audit SI
467,124,DataCamp,Data Preparation in Alteryx,from 449 reviews,4.8,https://www.datacamp.com/courses/data-preparation-in-alteryx,Updated 06/2025,"['Master data preparation, cleaning, and analysis in Alteryx Designer, whether you are a new or seasoned analyst.']",Audit SI
468,125,DataCamp,Intermediate SQL,"from 13,881 reviews",4.8,https://www.datacamp.com/courses/intermediate-sql,Updated 04/2025,"['Accompanied at every step with hands-on practice queries, this course teaches you everything you need to know to analyze data using your own SQL code today!']",Audit SI
469,126,DataCamp,Building Dashboards with shinydashboard,from 28 reviews,4.7,https://www.datacamp.com/courses/building-dashboards-with-shinydashboard,Updated 12/2024,['Learn to create interactive dashboards with R using the powerful shinydashboard package. Create dynamic and engaging visualizations for your audience.'],Audit SI
470,127,DataCamp,Understanding Prompt Engineering,"from 6,840 reviews",4.8,https://www.datacamp.com/courses/understanding-prompt-engineering,Updated 04/2025,['Learn how to write effective prompts with ChatGPT to apply in your workflow today.'],Audit SI
471,128,DataCamp,Python Toolbox,from 511 reviews,4.8,https://www.datacamp.com/courses/python-toolbox,Updated 06/2024,['Continue to build your modern Data Science skills by learning about iterators and list comprehensions.'],Audit SI
472,129,DataCamp,Data Types and Exceptions in Java,from 99 reviews,4.7,https://www.datacamp.com/courses/data-types-and-exceptions-in-java,Updated 05/2025,"['Learn to work with Plain Old Java Objects, master the Collections Framework, and handle exceptions like a pro, with logging to back it all up!']",Audit SI
473,130,DataCamp,Introduction to GitHub Concepts,"from 1,127 reviews",4.7,https://www.datacamp.com/courses/introduction-to-github-concepts,Updated 03/2025,"[""Learn how to use GitHub's various features, navigate the interface and perform everyday collaborative tasks.""]",Audit SI
474,131,DataCamp,Machine Learning for Business,from 603 reviews,4.8,https://www.datacamp.com/courses/machine-learning-for-business,Updated 11/2024,"[""Understand the fundamentals of Machine Learning and how it's applied in the business world.""]",Audit SI
475,132,DataCamp,Database Design,"from 2,951 reviews",4.7,https://www.datacamp.com/courses/database-design,Updated 02/2025,"['Learn to design databases in SQL to process, store, and organize data in a more efficient way.']",Audit SI
476,133,DataCamp,Data Processing in Shell,from 188 reviews,4.8,https://www.datacamp.com/courses/data-processing-in-shell,Updated 02/2025,"['Learn powerful command-line skills to download, process, and transform data, including machine learning pipeline.']",Audit SI
477,134,DataCamp,Introduction to MLflow,from 240 reviews,4.7,https://www.datacamp.com/courses/introduction-to-mlflow,Updated 11/2024,"['Learn how to use MLflow to simplify the complexities of building machine learning applications. Explore MLflow tracking, projects, models, and model registry.']",Audit SI
478,135,DataCamp,Introduction to Importing Data in Python,from 568 reviews,4.8,https://www.datacamp.com/courses/introduction-to-importing-data-in-python,Updated 09/2024,"['Learn to import data into Python from various sources, such as Excel, SQL, SAS and right from the web.']",Audit SI
479,136,DataCamp,Containerization and Virtualization Concepts,from 948 reviews,4.8,https://www.datacamp.com/courses/containerization-and-virtualization-concepts,Updated 06/2024,"['Learn the essentials of VMs, containers, Docker, and Kubernetes. Understand the differences to get started!']",Audit SI
480,137,DataCamp,Software Engineering Principles in Python,from 239 reviews,4.7,https://www.datacamp.com/courses/software-engineering-principles-in-python,Updated 08/2024,"['Learn about modularity, documentation, and automated testing to help you solve data science problems more quickly and reliably.']",Audit SI
481,138,DataCamp,Power Pivot in Excel,from 540 reviews,4.8,https://www.datacamp.com/courses/power-pivot-in-excel,Updated 06/2025,"['Master Power Pivot in Excel to help import data, create relationships, and utilize DAX. Build dynamic dashboards to uncover actionable insights.']",Audit SI
482,139,DataCamp,Intermediate R,from 406 reviews,4.8,https://www.datacamp.com/courses/intermediate-r,Updated 01/2025,"['Continue your journey to becoming an R ninja by learning about conditional statements, loops, and vector functions.']",Audit SI
483,140,DataCamp,Data Manipulation with dplyr,from 287 reviews,4.8,https://www.datacamp.com/courses/data-manipulation-with-dplyr,Updated 02/2024,['Build Tidyverse skills by learning how to transform and manipulate data with dplyr.'],Audit SI
484,141,DataCamp,Data Analysis in Google Sheets,from 490 reviews,4.8,https://www.datacamp.com/courses/data-analysis-in-google-sheets,Updated 09/2024,"['Learn to use Google Sheets to clean, analyze, and draw insights from data. Discover how to sort, filter, and use VLOOKUP to combine data.']",Audit SI
485,142,DataCamp,Data Preparation in Power BI,"from 3,076 reviews",4.8,https://www.datacamp.com/courses/data-preparation-in-power-bi,Updated 06/2025,"['In this interactive Power BI course, you’ll learn how to use Power Query Editor to transform and shape your data to be ready for analysis.']",Audit SI
486,143,DataCamp,AWS Cloud Technology and Services Concepts,from 672 reviews,4.7,https://www.datacamp.com/courses/aws-cloud-technology-and-services,Updated 06/2025,['Master AWS cloud technology with hands-on learning and practical applications in the AWS ecosystem.'],Audit SI
487,144,DataCamp,Writing Efficient Python Code,from 930 reviews,4.8,https://www.datacamp.com/courses/writing-efficient-python-code,Updated 06/2025,['Learn to write efficient code that executes quickly and allocates resources skillfully to avoid unnecessary overhead.'],Audit SI
488,145,DataCamp,Sampling in Python,"from 1,568 reviews",4.7,https://www.datacamp.com/courses/sampling-in-python,Updated 01/2025,['Learn to draw conclusions from limited data using Python and statistics. This course covers everything from random sampling to stratified and cluster sampling.'],Audit SI
489,146,DataCamp,Introduction to Relational Databases in SQL,"from 2,569 reviews",4.8,https://www.datacamp.com/courses/introduction-to-relational-databases-in-sql,Updated 12/2024,['Learn how to create one of the most efficient ways of storing data - relational databases!'],Audit SI
490,147,DataCamp,Introduction to Google Sheets,from 757 reviews,4.8,https://www.datacamp.com/courses/introduction-to-google-sheets,Updated 09/2024,"['Bring your Google Sheets to life by mastering fundamental skills such as formulas, operations, and cell references.']",Audit SI
491,148,DataCamp,Monitoring Machine Learning in Python,from 113 reviews,4.8,https://www.datacamp.com/courses/monitoring-machine-learning-in-python,Updated 05/2025,['This course covers everything you need to know to build a basic machine learning monitoring system in Python'],Audit SI
492,149,DataCamp,Cleaning Data in R,from 367 reviews,4.7,https://www.datacamp.com/courses/cleaning-data-in-r,Updated 08/2024,['Learn to clean data as quickly and accurately as possible to help you move from raw data to awesome insights.'],Audit SI
493,150,DataCamp,Experimental Design in Python,from 714 reviews,4.7,https://www.datacamp.com/courses/experimental-design-in-python,Updated 07/2025,['Implement experimental design setups and perform robust statistical analyses to make precise and valid conclusions!'],Audit SI
494,151,DataCamp,Introduction to APIs in Python,"from 1,211 reviews",4.8,https://www.datacamp.com/courses/introduction-to-apis-in-python,Updated 05/2025,['Dive into the exciting world of APIs as we introduce you to the basics of consuming and working with Web APIs using Python.'],Audit SI
495,152,DataCamp,Introduction to Data,"from 3,115 reviews",4.8,https://www.datacamp.com/courses/introduction-to-data,Updated 04/2025,"['Gain an introduction to data in this hands-on course. Learn the basics of data types and structures, the DIKW framework, data ethics and more.']",Audit SI
496,153,DataCamp,Introduction to Power BI,"from 8,019 reviews",4.8,https://www.datacamp.com/courses/introduction-to-power-bi,Updated 05/2025,['Master the Power BI basics and learn to use the data visualization software to build impactful reports.'],Audit SI
497,154,DataCamp,Input/Output and Streams in Java,from 30 reviews,4.8,https://www.datacamp.com/courses/inputoutput-and-streams-in-java,Updated 06/2025,"['Advance your Java skills by learning to handle files, process data, and build clean, reusable code using real-world techniques.']",Audit SI
498,155,DataCamp,Introduction to Data Modeling in Snowflake,from 320 reviews,4.8,https://www.datacamp.com/courses/introduction-to-data-modeling-in-snowflake,Updated 04/2025,['Step right into the dynamic world of data modeling with Snowflake!'],Audit SI
499,156,DataCamp,Exploratory Data Analysis in R,from 518 reviews,4.8,https://www.datacamp.com/courses/exploratory-data-analysis-in-r,Updated 09/2024,['Learn how to use graphical and numerical techniques to begin uncovering the structure of your data.'],Audit SI
500,157,DataCamp,Financial Analytics in Google Sheets,from 38 reviews,4.8,https://www.datacamp.com/courses/financial-analytics-in-google-sheets,Updated 12/2023,['Learn how to build a graphical dashboard with Google Sheets to track the performance of financial securities.'],Audit SI
501,158,DataCamp,Introduction to Tableau,"from 2,289 reviews",4.8,https://www.datacamp.com/courses/introduction-to-tableau,Updated 06/2025,['Start your Tableau journey with our Introduction to Tableau course. Discover Tableau basics such as its features and dashboards.'],Audit SI
502,159,DataCamp,Introduction to Data Visualization with Seaborn,from 744 reviews,4.8,https://www.datacamp.com/courses/introduction-to-data-visualization-with-seaborn,Updated 07/2024,['Learn how to create informative and attractive visualizations in Python using the Seaborn library.'],Audit SI
503,160,DataCamp,Case Studies: Building Web Applications with Shiny in R,1500,4.8,https://www.datacamp.com/courses/case-studies-building-web-applications-with-shiny-in-r,Updated 06/2022,['Practice your Shiny skills while building some fun Shiny apps for real-life scenarios!'],Audit SI
504,161,DataCamp,Introduction to Data Visualization with ggplot2,"from 1,004 reviews",4.7,https://www.datacamp.com/courses/introduction-to-data-visualization-with-ggplot2,Updated 07/2024,['Learn to produce meaningful and beautiful data visualizations with ggplot2 by understanding the grammar of graphics.'],Audit SI
505,162,DataCamp,Bayesian Data Analysis in Python,from 102 reviews,4.8,https://www.datacamp.com/courses/bayesian-data-analysis-in-python,Updated 10/2022,"['Learn all about the advantages of Bayesian data analysis, and apply it to a variety of real-world use cases!']",Audit SI
506,163,DataCamp,Supervised Learning with scikit-learn,"from 3,007 reviews",4.7,https://www.datacamp.com/courses/supervised-learning-with-scikit-learn,Updated 07/2025,['Grow your machine learning skills with scikit-learn in Python. Use real-world datasets in this interactive course and learn how to make powerful predictions!'],Audit SI
507,164,DataCamp,Machine Learning with PySpark,from 279 reviews,4.8,https://www.datacamp.com/courses/machine-learning-with-pyspark,Updated 07/2025,"['Learn how to make predictions from data with Apache Spark, using decision trees, logistic regression, linear regression, ensembles, and pipelines.']",Audit SI
508,165,DataCamp,Understanding Microsoft Azure Architecture and Services,from 577 reviews,4.7,https://www.datacamp.com/courses/understanding-microsoft-azure-architecture-and-services,Updated 10/2024,"[""This course dives deeper into the Azure's backbone by going into topics like containers, virtual machines and much more.""]",Audit SI
509,166,DataCamp,Developing LLM Applications with LangChain,"from 1,089 reviews",4.7,https://www.datacamp.com/courses/developing-llm-applications-with-langchain,Updated 03/2025,"['Discover how to build AI-powered applications using LLMs, prompts, chains, and agents in LangChain.']",Audit SI
510,167,DataCamp,Unsupervised Learning in Python,from 399 reviews,4.8,https://www.datacamp.com/courses/unsupervised-learning-in-python,Updated 07/2025,"['Learn how to cluster, transform, visualize, and extract insights from unlabeled datasets using scikit-learn and scipy.']",Audit SI
511,168,DataCamp,Introduction to Natural Language Processing in R,from 12 reviews,4.8,https://www.datacamp.com/courses/introduction-to-natural-language-processing-in-r,Updated 05/2024,['Gain an overview of all the skills and tools needed to excel in Natural Language Processing in R.'],Audit SI
512,169,DataCamp,Data Manipulation in Alteryx,from 251 reviews,4.7,https://www.datacamp.com/courses/data-manipulation-in-alteryx,Updated 10/2024,"['Orchestrate data using unions, joins, parsing, and performance optimization in Alteryx.']",Audit SI
513,170,DataCamp,Building Dashboards with flexdashboard,from 19 reviews,4.7,https://www.datacamp.com/courses/building-dashboards-with-flexdashboard,Updated 11/2022,"[""In this course you'll learn how to create static and interactive dashboards using flexdashboard and shiny.""]",Audit SI
514,171,DataCamp,Data Visualization in Google Sheets,from 253 reviews,4.8,https://www.datacamp.com/courses/data-visualization-in-google-sheets,Updated 09/2024,['Learn the fundamentals of data visualization using Google Sheets.'],Audit SI
515,172,DataCamp,Introduction to Snowflake,from 998 reviews,4.7,https://www.datacamp.com/courses/introduction-to-snowflake,Updated 06/2025,"['Snowflake is a top data warehousing platform. Learn how they use Snowsight, a user-friendly SQL interface for accessing and exploring data.']",Audit SI
516,1,coursera,IBM RAG and Agentic AI Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/ibm-rag-and-agentic-ai,mai 2025,"[""Build the  job-aligned GenAI skills and hands-on experience to create RAG, multimodal, and agentic AI applications employers need in just 3 months"", ""Learn to design and chain AI tools with LangChain for modular, reusable gen AI workflows"", ""Implement function calling, RAG, and vector stores to build intelligent, context-aware applications"", ""Create autonomous AI agents using LangGraph, CrewAI, and AG2 for real-world impact""]",AI
517,2,coursera,Chef de produit IA IBM Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/ibm-ai-product-manager,avril 2025,"[""Appliquer les compétences, les outils et les techniques clés de la gestion des produits afin d'impliquer et de gérer les principales parties prenantes et les clients"", ""Développer une connaissance pratique des méthodologies agiles et adaptatives utilisées pour accélérer la mise sur le marché des solutions produits"", ""Évaluer des études de cas réels présentant l'intégration réussie de l'IA dans les systèmes existants de gestion des produits"", ""Démontrer les compétences et la connaissance des outils nécessaires pour être un chef de produit IA performant""]",AI
518,3,coursera,Generative AI Leader Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/generative-ai-for-leaders,mai 2025,"[""Describe how generative AI transforms organizations across business functions and industries."", ""Define core gen AI concepts, including Artificial Intelligence, gen AI, and Machine Learning (supervised, unsupervised, reinforcement)."", ""Identify the core layers of the gen AI landscape (infrastructure, models, platforms, agents, applications)"", ""Explain how you can combine the components of generative AI agents to build powerful solutions.""]",AI
519,4,coursera,IBM Generative AI Engineering Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/ibm-generative-ai-engineering,avril 2025,"[""Job-ready skills employers are crying out for in gen AI, machine learning, deep learning, NLP apps, and large language models in just 6 months."", ""Build and deploy generative AI applications, agents and chatbots using Python libraries like Flask, SciPy and ScikitLearn, Keras, and PyTorch."", ""Key gen AI architectures and NLP models, and how to apply techniques like prompt engineering, model training, and fine-tuning."", ""Apply transformers like BERT and LLMs like GPT for NLP tasks, with frameworks like RAG and LangChain.""]",AI
520,5,coursera,IBM AI Engineering Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/ai-engineer,avril 2025,"[""Décrire l'apprentissage automatique, l'apprentissage profond, les réseaux neuronaux et les algorithmes d'apprentissage automatique tels que la classification, la régression, le regroupement et la réduction dimensionnelle."", """", ""Mettre en œuvre des modèles d'apprentissage automatique supervisés et non supervisés à l'aide de SciPy et ScikitLearn."", """", ""Déployer des algorithmes et des pipelines d'apprentissage automatique sur Apache Spark"", """", ""Construire des modèles d'apprentissage profond et des réseaux neuronaux à l'aide de Keras, PyTorch et TensorFlow."", """"]",AI
521,6,coursera,Preparing for Google Cloud Certification: Cloud Developer Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/google-cloud-developer,avril 2025,"[""Identify the purpose and value of Google Cloud products and services."", ""Learn the skills needed to be successful in a cloud developer engineering role."", ""Choose among and use application deployment environments on Google Cloud: App Engine, Google Kubernetes Engine, and Compute Engine."", ""Techniques for monitoring, troubleshooting, and improving infrastructure and application performance in Google Cloud""]",Cloud
522,7,coursera,Preparing for Google Cloud Certification: Cloud Architect Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/gcp-cloud-architect,avril 2025,"[""Learn the skills needed to be successful in a cloud architect role"", """", ""Prepare for the Professional Cloud Architect certification"", """", ""Learn about the infrastructure and platform services provided by Google Cloud Platform"", """"]",Cloud
523,8,coursera,Preparing for Google Cloud Certification: Cloud Engineer Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/cloud-engineering-gcp,avril 2025,"[""Learn the skills needed to be successful in a cloud engineering role"", ""Prepare for the Associate Cloud Engineer certification"", ""Learn about the infrastructure and platform services provided by Google Cloud Platform""]",Cloud
524,9,coursera,Google Cloud Digital Leader Training Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/google-cloud-digital-leader-training,avril 2025,"[""Recall fundamental cloud terminology."", ""Identify Google Cloud products and solutions that support digital transformation."", ""Explain how cloud technology and data can be leveraged to innovate within organizations."", ""Identify key change patterns and Google Cloud products for infrastructure and application modernization.""]",Cloud
525,10,coursera,Google Cloud Cybersecurity Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/google-cloud-cybersecurity-certificate,avril 2025,"[""Analyze and apply cloud security principles in practical scenarios."", ""Develop and implement risk management and compliance strategies."", ""Execute effective incident response and recovery plans."", ""Prepare for a successful career in cloud security.""]",Cloud
526,11,coursera,Analyste en cybersécurité chez Microsoft Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/microsoft-cybersecurity-analyst,avril 2025,"[""Comprendre le paysage de la cybersécurité et apprendre les concepts fondamentaux des solutions de sécurité, de conformité et d'identité."", ""Comprendre les vulnérabilités d'un réseau d'entreprise et atténuer les attaques sur les infrastructures de réseau afin de protéger les données."", ""Élaborer et mettre en œuvre des stratégies d'atténuation des menaces en appliquant des mesures de cybersécurité efficaces dans un environnement Azure."", ""Démontrez vos nouvelles compétences avec un projet pilote et préparez-vous à l'examen de certification Microsoft SC-900 reconnu par l'industrie.""]",Audit SI
527,12,coursera,Consultant en technologie SAP Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/sap-technology-consultant,avril 2025,"[""Apprenez les compétences clés en matière de conseil les plus demandées par les partenaires SAP du monde entier."", ""Comprendre les solutions, les produits et l'écosystème SAP à l'échelle mondiale."", ""Acquérir des compétences sur l'ensemble du cycle de vie d'une implémentation SAP et améliorer votre CV grâce à des exemples pratiques."", ""Explorez les méthodologies de planification et de gestion de projet telles que Waterfall, Agile, DevOps et Cloud.""]",Consulting
528,13,coursera,Gestion de projet Google : Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/google-project-management,mai 2025,"[""Acquérir une compréhension approfondie des pratiques et des compétences nécessaires pour réussir dans une fonction de gestion de projet de niveau débutant"", ""Apprenez à créer une documentation de projet efficace et des artefacts tout au long des différentes phases d'un projet"", ""Apprenez les bases de la gestion de projet Agile, en mettant l'accent sur la mise en œuvre d'événements Scrum, la construction d'artefacts Scrum et la compréhension des rôles Scrum"", ""Pratiquer la communication stratégique, la résolution de problèmes et la gestion des parties prenantes à travers des scénarios réels""]",Consulting
529,14,coursera,Microsoft Business Analyst Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/microsoft-business-analyst,avril 2025,"[""Identify, analyze, and document business problems and opportunities using various requirements-gathering techniques."", ""Model business processes and data using industry-standard techniques and communicate these models effectively to stakeholders."", ""Use Microsoft Excel for data preparation, analysis, and visualization."", ""Demonstrate your new skills with a capstone project using real-world scenarios.""]",Consulting
530,15,coursera,Consultant en technologie cloud AWS Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/aws-cloud-technology-consultant,avril 2025,"[""Comprendre et traduire les objectifs et les moteurs de l'entreprise en solutions techniques appropriées"", ""Fournir une orientation technique et une supervision aux équipes chargées de la mise en œuvre de l'informatique dématérialisée"", ""Créez le design conceptuel, logique et physique des solutions basées sur le cloud pour l'infrastructure et les plateformes"", ""Apprenez à recueillir les exigences techniques, à évaluer les capacités du client et à analyser les résultats pour fournir des recommandations appropriées en matière de solutions en nuage""]",Consulting
531,16,coursera,Analyse de données Google Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/google-data-analytics,mai 2025,"[""Acquérir une compréhension approfondie des pratiques et des processus utilisés par un analyste de données junior ou associé dans son travail quotidien"", ""Apprenez les compétences analytiques clés (nettoyage, analyse et visualisation des données) et les outils (feuilles de calcul, SQL, programmation R, Tableau)"", ""Comprendre comment nettoyer et organiser les données pour l'analyse, et effectuer des analyses et des calculs à l'aide de feuilles de calcul, de SQL et de la programmation R"", ""Apprenez à visualiser et à présenter les résultats des données dans des tableaux de bord, des présentations et des plates-formes de visualisation couramment utilisées""]",data analysit
532,17,coursera,Google Advanced Data Analytics Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/google-advanced-data-analytics,mai 2025,"[""Explore the roles of data professionals within an organization"", ""Create data visualizations and apply statistical methods to investigate data"", ""Build regression and machine learning models to analyze and interpret data"", ""Communicate insights from data analysis to stakeholders""]",data analysit
533,18,coursera,Analyste de données d'IBM Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/ibm-data-analyst,avril 2025,"[""Maîtriser les compétences pratiques et les outils les plus récents que les analystes de données utilisent au quotidien"", ""Apprenez à visualiser les données et à présenter les résultats à l'aide de divers graphiques dans des feuilles de calcul Excel et des outils de BI tels que IBM Cognos Analytics et Tableau"", ""Développer une connaissance pratique du langage Python pour analyser les données à l'aide de bibliothèques Python telles que Pandas et Numpy, et invoquer des API et des services Web."", ""Acquérir une expérience technique grâce à des laboratoires et des projets pratiques et constituer un portfolio pour présenter votre travail""]",data analysit
534,19,coursera,Analyste de données Microsoft Power BI Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst,avril 2025,"[""Apprenez à utiliser Power BI pour vous connecter aux sources de données et les transformer en informations utiles."", ""Préparez les données Excel pour l'analyse dans Power BI en utilisant les formules et les fonctions les plus courantes dans une feuille de calcul."", ""Apprenez à utiliser les fonctionnalités de visualisation et de rapport de Power BI pour créer des rapports et des tableaux de bord convaincants."", ""Démontrez vos nouvelles compétences avec un projet de référence et préparez-vous à l'examen de certification Microsoft PL-300, reconnu par l'industrie.""]",data analysit
535,20,coursera,Science des données IBM Certificat Professionnel,1500,4.8,https://www.coursera.org/professional-certificates/ibm-data-science,avril 2025,"[""Maîtriser les compétences et les connaissances pratiques les plus récentes que les data scientists utilisent dans leurs rôles quotidiens"", """", """", ""Apprendre les outils, langages et bibliothèques utilisés par les data scientists professionnels, notamment Python et SQL"", """", ""Importer et nettoyer des ensembles de données, analyser et visualiser les données, et construire des modèles et des pipelines d'apprentissage automatique"", """", ""Appliquez vos nouvelles compétences à des projets concrets et constituez un portefeuille de projets de données qui mettront en valeur vos compétences auprès des employeurs"", """"]",data analysit
